id,vocal_channel,emotion,emotional_intensity,repetition,gender,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_var_0,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6,mfcc_var_7,mfcc_var_8,mfcc_var_9,mfcc_var_10,mfcc_var_11,mfcc_var_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_var_0,chroma_var_1,chroma_var_2,chroma_var_3,chroma_var_4,chroma_var_5,chroma_var_6,chroma_var_7,chroma_var_8,chroma_var_9,chroma_var_10,chroma_var_11,spectral_contrast_mean_0,spectral_contrast_mean_1,spectral_contrast_mean_2,spectral_contrast_mean_3,spectral_contrast_mean_4,spectral_contrast_mean_5,spectral_contrast_mean_6,zcr_mean,rms_mean,tempo,duration
03-01-01-01-01-01-01.wav,speech,neutral,normal,1,male,-726.2172241210938,68.54141998291016,3.2933976650238037,12.205300331115723,5.51027774810791,13.667409896850586,-2.98382830619812,3.098029136657715,-3.3108134269714355,-1.5643843412399292,-7.86165189743042,-2.124281644821167,2.8492040634155273,24916.8828125,7092.8984375,415.8848876953125,444.5770263671875,185.9052734375,367.2222900390625,197.78713989257812,74.29580688476562,120.9776611328125,69.69961547851562,165.00209045410156,59.42673110961914,74.84732055664062,0.6619439721107483,0.6534766554832458,0.6185917854309082,0.6136443018913269,0.628838837146759,0.6176267862319946,0.6302995681762695,0.6411735415458679,0.6439860463142395,0.6239454746246338,0.6338995099067688,0.6296719908714294,0.06873060017824173,0.07647336274385452,0.09106817841529846,0.09393545985221863,0.09222885221242905,0.09561698883771896,0.09347020089626312,0.07548537850379944,0.06697472929954529,0.05541291460394859,0.07024727016687393,0.06233442947268486,14.859834390413058,8.48517553876239,11.536135062962618,13.140823251150561,14.896630153796389,15.938653224519465,17.16114615285816,0.05047568044354839,0.002119707176461816,[187.5],3.3032916666666665
03-01-01-01-01-01-02.wav,speech,neutral,normal,1,female,-675.851806640625,68.95943450927734,-4.962602615356445,5.423141002655029,0.6098425388336182,3.160731554031372,-9.528843879699707,2.6474685668945312,-9.230493545532227,-3.4923794269561768,-2.775556802749634,-0.8583370447158813,-3.2529048919677734,24475.955078125,5324.029296875,801.4774780273438,545.0689697265625,242.18406677246094,120.39289093017578,361.4493408203125,87.5141372680664,267.5184631347656,61.795745849609375,131.46437072753906,60.1722297668457,60.178497314453125,0.40752068161964417,0.3707731068134308,0.38555482029914856,0.4148726463317871,0.43048080801963806,0.44306516647338867,0.4736248850822449,0.49075716733932495,0.47140470147132874,0.41687124967575073,0.40215128660202026,0.3976980447769165,0.12278872728347778,0.11441811174154282,0.10454405844211578,0.11747191101312637,0.12840376794338226,0.12188681215047836,0.13160556554794312,0.12314034253358841,0.12646958231925964,0.11351142078638077,0.11728017032146454,0.09976176172494888,13.007164071660306,13.099460464986109,14.064017975114401,14.405329989058666,17.03711427993116,16.41421742183434,18.35060089548018,0.05509845811950147,0.003344830824062228,[117.1875],3.6369583333333333
03-01-01-01-01-01-03.wav,speech,neutral,normal,1,male,-650.824951171875,75.0533447265625,-1.5596935749053955,10.679241180419922,3.4528770446777344,9.057185173034668,-3.506849527359009,-5.249647617340088,-8.949530601501465,-2.107145309448242,-1.357939600944519,-7.448060035705566,-1.8247754573822021,20782.4375,6175.8173828125,682.013671875,457.3595275878906,306.8795166015625,260.6725769042969,196.91488647460938,161.80178833007812,185.21299743652344,85.02914428710938,53.02456283569336,169.86300659179688,44.6170539855957,0.4782862663269043,0.47045987844467163,0.4629936218261719,0.5014757513999939,0.5785961747169495,0.5202435255050659,0.4428176283836365,0.4571426510810852,0.47934240102767944,0.45698779821395874,0.4570404291152954,0.4757653474807739,0.11965414136648178,0.11976142972707748,0.09858189523220062,0.10762190818786621,0.13832354545593262,0.11174051463603973,0.08771185576915741,0.08995985984802246,0.09756066650152206,0.1060553640127182,0.11209528893232346,0.11106115579605103,16.11887205519969,10.343189058394334,13.437483203660362,13.741887185427721,16.606387044091637,15.209946016036241,18.312173331237563,0.057810685952012386,0.003757135011255741,[130.81395349],3.4367708333333336
03-01-01-01-01-01-04.wav,speech,neutral,normal,1,female,-718.600341796875,60.42958068847656,-7.504326820373535,8.469443321228027,0.09843986481428146,2.273503541946411,-9.096851348876953,1.3273764848709106,-10.595312118530273,-6.96135950088501,-5.23876953125,-2.873955488204956,-2.8553788661956787,24762.58984375,4996.64599609375,880.566650390625,457.8114013671875,192.90667724609375,125.89507293701172,261.66937255859375,113.41661071777344,220.14349365234375,122.96834564208984,72.72206115722656,75.7634506225586,41.50935745239258,0.36182835698127747,0.3138642907142639,0.3454321622848511,0.39238953590393066,0.4674765169620514,0.5156603455543518,0.5119999051094055,0.43305256962776184,0.3974013924598694,0.3617643117904663,0.3991248309612274,0.4147976338863373,0.12520630657672882,0.11073892563581467,0.11103042960166931,0.12149623781442642,0.15803958475589752,0.14801493287086487,0.1387738585472107,0.12538990378379822,0.13171787559986115,0.11812944710254669,0.13325181603431702,0.13913282752037048,12.742497046240683,13.09079245892579,13.357520822963895,14.409872069451476,15.796956927441592,15.382603901446055,17.675456576747667,0.049154170866935486,0.0023342985659837723,[144.23076923],3.3032916666666665
03-01-01-01-01-01-05.wav,speech,neutral,normal,1,male,-745.6278686523438,79.4358139038086,11.09616470336914,14.474286079406738,7.888728141784668,15.525534629821777,-2.421384811401367,4.975184917449951,-0.916487991809845,-1.1385551691055298,1.2851639986038208,1.0312933921813965,2.514402389526367,18353.12109375,6036.09228515625,591.3299560546875,578.0122680664062,273.66387939453125,298.6633605957031,325.3276062011719,128.8319091796875,118.8658447265625,133.41575622558594,76.38817596435547,80.75515747070312,84.30815887451172,0.5457133650779724,0.5709623098373413,0.6314167976379395,0.5921064019203186,0.5911741256713867,0.6103197336196899,0.602584183216095,0.5945829749107361,0.717570424079895,0.6347337365150452,0.5858899354934692,0.5561698079109192,0.04361176863312721,0.05554937943816185,0.06144171953201294,0.06582263857126236,0.076500304043293,0.0898202657699585,0.104159414768219,0.08739777654409409,0.10899363458156586,0.07379987090826035,0.06464613974094391,0.05611542612314224,15.202428817914061,9.114748854828221,12.616371211178897,14.506515041221702,17.087535836392853,15.593206745841265,17.12244209816592,0.06171123798076923,0.0013985182158648968,[108.17307692],3.6036041666666665
03-01-01-01-01-01-06.wav,speech,neutral,normal,1,female,-767.4758911132812,73.52739715576172,-14.75684642791748,3.7603445053100586,2.179435968399048,7.144002437591553,-11.641491889953613,-3.929654359817505,-6.341086387634277,-7.774187088012695,-2.549264907836914,-1.2185840606689453,-3.3801286220550537,24779.08203125,4987.95947265625,907.2343139648438,524.6424560546875,305.8883361816406,116.6189193725586,349.3695983886719,171.42352294921875,188.34556579589844,140.5414581298828,70.00865173339844,87.66214752197266,96.25221252441406,0.5265606045722961,0.45505082607269287,0.46949300169944763,0.5505254864692688,0.5578920841217041,0.5813573598861694,0.5387371182441711,0.5129887461662292,0.5422630310058594,0.5421952605247498,0.6129136681556702,0.5471138954162598,0.1146179810166359,0.09903401136398315,0.0852590799331665,0.0973174199461937,0.11260951310396194,0.12404007464647293,0.10873716324567795,0.10925964266061783,0.09987033158540726,0.08353860676288605,0.09197184443473816,0.09069059044122696,11.62156350761219,11.830741892881841,13.516415929095668,14.935771042751382,17.035300679308396,16.814005741765136,17.286856369602145,0.06348436251996806,0.0015208906261250377,[156.25],3.3366666666666664
03-01-01-01-01-01-07.wav,speech,neutral,normal,1,male,-685.1911010742188,91.44493103027344,6.700382709503174,19.388221740722656,8.064279556274414,17.239891052246094,-7.018651485443115,2.326465368270874,-8.858725547790527,-1.7122339010238647,2.0464091300964355,-2.941984176635742,-3.6179065704345703,22854.333984375,5411.37841796875,865.390625,455.4776306152344,299.60638427734375,411.7650146484375,416.8483581542969,121.2873764038086,223.4757537841797,83.32752990722656,56.86731719970703,91.20360565185547,76.1347885131836,0.5255932211875916,0.4911313056945801,0.5241844058036804,0.6254582405090332,0.6583020687103271,0.5525220632553101,0.5130749344825745,0.5187437534332275,0.5514904260635376,0.5865561366081238,0.5880813002586365,0.537464439868927,0.08018801361322403,0.08090299367904663,0.06876885890960693,0.07538136094808578,0.09469154477119446,0.08472937345504761,0.09220275282859802,0.08412928879261017,0.08403688669204712,0.08704426884651184,0.08713853359222412,0.07227401435375214,15.5021629470635,11.041853401819019,13.610915114564623,14.343603968059965,17.295846034712838,15.85588402068393,18.990151840150716,0.07312078423838798,0.0025574760511517525,[114.79591837],3.9039166666666665
03-01-01-01-01-01-08.wav,speech,neutral,normal,1,female,-724.5647583007812,79.07820892333984,8.611061096191406,21.36998748779297,9.217442512512207,15.374385833740234,-6.71266508102417,13.984431266784668,-6.331321716308594,-2.736410617828369,4.179200649261475,-2.7540712356567383,2.2542309761047363,25018.759765625,3656.2412109375,787.0310668945312,781.85791015625,317.78082275390625,102.26673889160156,594.1846923828125,110.56330871582031,307.9478454589844,212.2036895751953,113.3592300415039,176.87060546875,102.07853698730469,0.470660924911499,0.4625695049762726,0.4714769721031189,0.535180389881134,0.5996143817901611,0.6540957093238831,0.7103396058082581,0.6399057507514954,0.6217641830444336,0.5560114979743958,0.5339080691337585,0.4989268183708191,0.08173377066850662,0.09637323021888733,0.10870902985334396,0.12331593036651611,0.14278121292591095,0.12589611113071442,0.11745371669530869,0.09182871133089066,0.09842991828918457,0.09031464159488678,0.09378175437450409,0.08395661413669586,14.355053395766006,11.934950516349884,14.194791907523875,14.189500196117912,17.029346863138223,16.24872293738129,18.92845766178148,0.05801493636018237,0.0023973677307367325,[133.92857143],3.5035
03-01-01-01-01-01-09.wav,speech,neutral,normal,1,male,-771.5905151367188,100.49774932861328,22.60391616821289,28.222461700439453,20.756650924682617,24.176328659057617,5.54623556137085,8.003058433532715,4.282116413116455,4.40043830871582,7.3401079177856445,4.594511032104492,1.8255420923233032,16906.921875,3884.47998046875,410.1639404296875,278.1455078125,144.89044189453125,171.78890991210938,253.10604858398438,107.04532623291016,123.78585815429688,119.1972427368164,86.21411895751953,80.1279525756836,77.30976104736328,0.5455508232116699,0.5692023634910583,0.6108668446540833,0.6631429195404053,0.7224454879760742,0.769424557685852,0.7855652570724487,0.7655846476554871,0.7352527379989624,0.6648585796356201,0.6315440535545349,0.5915864109992981,0.058141790330410004,0.06437160819768906,0.057376544922590256,0.05887695774435997,0.0633690133690834,0.07185284048318863,0.07037810981273651,0.05478806048631668,0.04858045652508736,0.04234840348362923,0.0463707409799099,0.04388121888041496,15.55934958192602,8.47788952230321,11.737810261337117,13.160998586089924,15.584248267132441,15.090716668375192,16.273025235298448,0.03397610443811075,0.001298145274631679,[104.16666667],3.2699375
03-01-01-01-01-01-10.wav,speech,neutral,normal,1,female,-596.9453735351562,64.63007354736328,6.648077011108398,8.077851295471191,-0.23067446053028107,11.433211326599121,-8.115618705749512,0.888291597366333,-8.19381046295166,-3.273792028427124,-2.920717477798462,-1.6070095300674438,-3.158848762512207,25122.779296875,3554.78125,566.3578491210938,407.3820495605469,271.913818359375,184.6409149169922,341.470947265625,133.46197509765625,266.1836242675781,143.933349609375,132.42930603027344,82.49047088623047,102.00056457519531,0.45370379090309143,0.40938839316368103,0.425552099943161,0.45742136240005493,0.48544344305992126,0.507813036441803,0.5728899240493774,0.5655639171600342,0.5573882460594177,0.5021284818649292,0.49839892983436584,0.5314528942108154,0.08450942486524582,0.09338344633579254,0.09814249724149704,0.0889899730682373,0.1312495470046997,0.1347680389881134,0.12500867247581482,0.11018089950084686,0.10420548915863037,0.09625781327486038,0.11002083122730255,0.10192093253135681,13.871672749357119,14.171603214943895,15.746574200638184,15.484777484548571,17.850861240533074,17.22823200860241,20.450142499682073,0.0978445030120482,0.009250940755009651,[90.72580645],3.536875
